ID;text;label
363;загрузка документов падает с ошибкой 500 попробуйте позже;APP_TECH
364;Оплата штрафа ГИБДД по УИН проводилась, потом откат. Почему?;PAYMENT_OUT_FAIL
365;снять наличные не получается банкомат пишет превышен лимит хотя нет;CARD_ISSUE
366;перевел мошеннику можно ли отменить и вернуть деньги;FRAUD_SUSPECTED
367;Карта не читается в терминале, чип повреждён. Как срочно перевыпустить без визита в офис?;CARD_ISSUE
368;анкета не сохраняется ошибка несоответствие даты рождения дата верна;KYC_VERIFICATION
369;Межбанк на ИП ушёл, но в назначении требовали договор, укажите пример;PAYMENT_OUT_FAIL
370;выдаёт 403 при входе через wi-fi, с LTE вошёл. Почему так;APP_LOGIN
371;видеозвонок обрывается на 15 секунде просит повторить без конца;KYC_VERIFICATION
372;после банкомата серия мелких списаний проверьте;FRAUD_SUSPECTED
373;экспорт выписки в CSV создаёт пустой файл;APP_TECH
374;face id крутится бесконечно потом обратно на экран логина;APP_LOGIN
375;верификация отклонена причина неверный документ но загружал паспорт новый;KYC_VERIFICATION
376;забыл пин на вход, кнопка «забыли?» серого цвета;APP_LOGIN
377;возврат за заказ оформили 8 дней назад на счете пусто;INCOMING_DELAY
378;Зарплата должна прийти утром сегодня уже вечер зачисления нет проверьте;INCOMING_DELAY
379;ФИО в анкете совпадает но пишет не совпадает;KYC_VERIFICATION
380;двойное списание в супермаркете чек один верните лишнее;FRAUD_SUSPECTED
381;нерезидент подскажите полный перечень допустимых документов;KYC_VERIFICATION
382;Номер карты отображается, CVV скрыт и не раскрывается. Как получить доступ?;CARD_ISSUE
383;платеж в интернет-магазине падает на шаге 3d secure страница пустая;PAYMENT_OUT_FAIL
384;СБП перевод на свой же счет в другом банке — «банк получателя недоступен».;PAYMENT_OUT_FAIL
385;новая карта не активируется звоню номер недоступен что делать;CARD_ISSUE
386;карта не читается терминалом часто ошибку даёт нужна замена;CARD_ISSUE
387;перевод с маркетплейса обычно день в день сегодня тишина;INCOMING_DELAY
388;Перевод по реквизитам юрлица отклонён: «несоответствие назначения». Как правильно указать?;PAYMENT_OUT_FAIL
389;двухфакторка утеряна коды из приложения-генератора не подходят;APP_LOGIN
390;MRZ не считывается хотя фото четкое камера чистая;KYC_VERIFICATION
391;пришло смс с кодом входа хотя я не входил кто-то пытается авторизоваться;FRAUD_SUSPECTED
392;блокировка по 115-ФЗ операции остановлены пришлите список документов;ACCOUNT_SEIZED
393;Видео-идентификация завершилась, но пришло «отклонено». Как узнать причину?;KYC_VERIFICATION
394;Межбанк по реквизитам ушёл в неизвестный статус, в истории пусто.;PAYMENT_OUT_FAIL
395;статус KYC отклонено без пояснений где посмотреть причину;KYC_VERIFICATION
396;карта отказывает в магазинах пишет проверка соответствия почему;ACCOUNT_SEIZED
397;ввожу корректный логин/пароль на вебе ок в приложении ошибка аутентификации 401;APP_LOGIN
398;данные карты видны но cvv не показывает не могу оплатить;CARD_ISSUE
399;выплата от страховой задерживается третий день статус неизвестен;INCOMING_DELAY
400;Приложение пишет «аккаунт заблокирован службой безопасности». Куда загружать документы для проверки?;ACCOUNT_SEIZED
401;запрос на подтверждение адреса завис уже третий день как ускорить;KYC_VERIFICATION
402;нерезидент подскажите полный перечень документов;KYC_VERIFICATION
403;перевод с криптоплощадки фиат в проверке второй день;INCOMING_DELAY
404;KYC отклонена без причины где посмотреть детали;KYC_VERIFICATION
405;блокировка без причины чат пишет обратитесь в отделение;ACCOUNT_SEIZED
406;источник средств требуются справки куда грузить;KYC_VERIFICATION
407;карта деформирована терминалы иногда не видят прошу перевыпуск;CARD_ISSUE
408;сканер QR не стартует доступ к камере выдан;APP_TECH
409;фильтр по датам не сохраняется сбрасывается после закрытия;APP_TECH
410;срок действия истек перевыпуск задерживается онлайн платежи не проходят;CARD_ISSUE
411;адрес подтверждения не приняли квитанция свежая;KYC_VERIFICATION
412;зачисление по СБП обычно мгновенно сегодня нет уже час;INCOMING_DELAY
413;перевод юрлицу вернулся банк получателя отказал;PAYMENT_OUT_FAIL
414;СМС с кодом входа приходит с задержкой 10–15 минут, из-за этого не успеваю авторизоваться.;APP_LOGIN
415;IBAN у получателя верный, система пишет «некорректный IBAN».;PAYMENT_OUT_FAIL
416;документы отправил неделю назад статус на рассмотрении как ускорить;ACCOUNT_SEIZED
417;пополнение брокерского счёта отклонено по правилам банка причина не указана;PAYMENT_OUT_FAIL
418;дубликат карты в приложении один серый операции путаются;CARD_ISSUE
419;просят доп документы о доходах размер файла и формат;KYC_VERIFICATION
420;Email подтвержден но приложение требует старый номер;APP_LOGIN
421;captcha не отображается из-за блокировщика, без неё не авторизоваться;APP_LOGIN
422;селфи не проходит проверьте мимику пробовал в разном свете;KYC_VERIFICATION
423;не открываются pdf выписки пишет файл поврежден;APP_TECH
424;Пароль сбросил, по ссылке зашёл, дальше 403.;APP_LOGIN
425;С карты списали 2 раза по 300 руб «Parking», чек один. Нужна корректировка.;FRAUD_SUSPECTED
426;банк пишет проверки соответствия карта отказывается в магазинах;ACCOUNT_SEIZED
427;при оплате онлайн карта помечена как неактивна хотя активировал;CARD_ISSUE
428;карта перевыпущена но в приложении отображается как неактивна;CARD_ISSUE
429;календарь списаний показывает неверные даты и суммы;APP_TECH
430;перевод по реквизитам ушел но в истории нет операции;PAYMENT_OUT_FAIL
431;платеж от страховой завис статус неизвестен средств нет;INCOMING_DELAY
432;возврат авиабилетов частично пришел вторая половина нет уже неделю;INCOMING_DELAY
433;письмо «подтвердите аккаунт» похоже на фишинг переходил;FRAUD_SUSPECTED
434;лимиты изменились без меня подозреваю взлом;FRAUD_SUSPECTED
435;"Вхожу через веб, окей; в мобильном — «пользователь заблокирован». Почему так?";APP_LOGIN
436;TOTP коды рассинхронизированы как настроить чтобы принимало;APP_LOGIN
437;ошибка 504 при открытии каталога платежей повторяется;APP_TECH
438;Возврат налога «отправлено в банк» третьи сутки тишина;INCOMING_DELAY
439;нужен контакт ответственного отдела по ограничениям;ACCOUNT_SEIZED
440;вид на жительство загрузил пишет документ неподходящего типа;KYC_VERIFICATION
441;квитанция за коммуналку отклонена пишут документ не принят;KYC_VERIFICATION
442;после подачи заявления обжалование ограничений тишина третий день;ACCOUNT_SEIZED
443;платежи проходят только со второй попытки терминалы часто отказывают;CARD_ISSUE
444;фильтры по датам в выписке не применяются сохраняю — без эффекта;APP_TECH
445;Возврат от отеля обещали в течение 7 дней прошло 10 нет денег;INCOMING_DELAY
446;начисление процентов по вкладу задерживается обычно 1 числа сегодня нет;INCOMING_DELAY
447;ограничение без описания причины куда обратиться за разъяснениями;ACCOUNT_SEIZED
448;в приложении отображаются две одинаковые карты одна серым что это;CARD_ISSUE
449;получаю одноразовые коды без запроса возможно утечка;FRAUD_SUSPECTED
450;статус kyc отклонено без деталей как узнать конкретную причину;KYC_VERIFICATION
451;межбанк на физлицо вернулся из-за некорректного БИК хотя указал правильно;PAYMENT_OUT_FAIL
452;поле комментария к платежу обрезает текст после 50 символов;APP_TECH
453;входящее внутри банка висит «обрабатывается» вторые сутки;INCOMING_DELAY
454;экспорт выписки в csv создаёт пустой файл 0 байт;APP_TECH
455;CVV не раскрывается в приложении из-за этого не оплатить;CARD_ISSUE
456;платеж ушел в неизвестный статус в истории пусто;PAYMENT_OUT_FAIL
457;в приложении пишет аккаунт заблокирован службой безопасности;ACCOUNT_SEIZED
458;видеозвонок обрывается стабильно на 25 30 секунде;KYC_VERIFICATION
459;входящие блокируются из-за ограничений нам нужно платить подрядчикам;ACCOUNT_SEIZED
460;Сброс пин-кода невозможен потому что нужна авторизация замкнутый круг;APP_LOGIN
461;ФИО не совпадает хотя совпадает где смотреть что именно не так;KYC_VERIFICATION
462;Оплата по QR: квитанция не найдена код с сайта поставщика;PAYMENT_OUT_FAIL
463;после проверки источника средств все операции остановлены почему;ACCOUNT_SEIZED
464;SEPA с Кипра обычно приходит на следующий день сейчас третий;INCOMING_DELAY
465;возврат по спорной операции согласовали, но на счет не упал;INCOMING_DELAY
466;аккаунт нашли но просит подтвердить старый номер которого нет;APP_LOGIN
467;коды из смс приходят через 12 минут не успеваю;APP_LOGIN
468;карта заблокирована из-за подозрительной операции как разблокировать;CARD_ISSUE
469;уведомления о списаниях пропали настройки включены;APP_TECH
470;паспорт РФ просрочен загрузил новый но проверка все равно отклоняет;KYC_VERIFICATION
471;межбанк физлицу вернулся «некорректный БИК», указал правильно;PAYMENT_OUT_FAIL
472;подозрительный вход из другого города закройте сессию;FRAUD_SUSPECTED
473;банкомат списал сумму и не выдал наличные вернуть деньги;CARD_ISSUE
474;межбанк отклонен назначение некорректно подскажите формат;PAYMENT_OUT_FAIL
475;адрес подтверждения не приняли квитанция читаемая свежая;KYC_VERIFICATION
476;карта на карту не проходит пишет банк получателя отказал;PAYMENT_OUT_FAIL
477;Перевод из маркетплейса обычно приходит в день продажи, сегодня не пришёл.;INCOMING_DELAY
478;подозрительная активность ранним утром мелкие списания;FRAUD_SUSPECTED
479;верификация отклонена причина «некорректный документ» фото чёткое;KYC_VERIFICATION
480;новая карта не активируется по голосовому меню сразу сброс;CARD_ISSUE
481;SEPA EUR отправили вчера днём сегодня утром всё ещё пусто;INCOMING_DELAY
482;платеж на карту другого банка отклонён лимит не превышен почему отказ;PAYMENT_OUT_FAIL
483;двойное списание в кафе чек один верните лишнее;FRAUD_SUSPECTED
484;сменил фамилию загрузил новые документы 3 дня статус на проверке;KYC_VERIFICATION
485;смена фамилии документы отправлены 5 дней статус на проверке;KYC_VERIFICATION
486;нужно временно снять блок для оплаты аренды офис нельзя ждать;ACCOUNT_SEIZED
487;нерезидент подскажите полный перечень допустимых документов;KYC_VERIFICATION
488;оплата подписки в store просит другую карту не проходит;PAYMENT_OUT_FAIL
489;снятие ограничений какие документы и в каком формате;ACCOUNT_SEIZED
490;кнопка отправить в чате поддержки не активна нельзя написать;APP_TECH
491;аккаунт ограничен службой безопасности куда загружать подтверждающие документы;ACCOUNT_SEIZED
492;после NFC терминал завис и провёл платёж дважды;FRAUD_SUSPECTED
493;получаю одноразовые коды без запроса возможно утечка данных;FRAUD_SUSPECTED
494;SEPA из Польши шёл сутки сейчас третий день пусто;INCOMING_DELAY
495;ошибка 403 через Wi-Fi, через LTE входит. Почему так?;APP_LOGIN
496;шаблоны платежей пропали после апдейта как вернуть;APP_TECH
497;регулярка не сработала говорит недостаточно средств деньги были;PAYMENT_OUT_FAIL
498;сброс пароля недоступен потому что надо войти замкнутый круг;APP_LOGIN
499;SEPA CHF отправили позавчера банк говорит ждите у меня пусто;INCOMING_DELAY
500;nfc периодически не срабатывает оплата с 3 попытки;CARD_ISSUE
501;при входе в веб приходит push на телефон но на телефоне кнопка неактивна;APP_LOGIN
502;ночью операция в иностранном магазине я в это время не платил;FRAUD_SUSPECTED
503;операции по 99 руб списались подряд без меня;FRAUD_SUSPECTED
504;карта в магазинах отклоняется пишет «проверка соответствия» почему;ACCOUNT_SEIZED
505;пин блок после неверных попыток как сменить удаленно без офиса;CARD_ISSUE
506;сменил фамилию документы загружены четыре дня статус на проверке;KYC_VERIFICATION
507;заморозка счета бизнеса не можем платить налоги что нужно;ACCOUNT_SEIZED
508;межбанк юрлицу вернулся из-за назначения платежа как правильно указать;PAYMENT_OUT_FAIL
509;подтверждение адреса отклонено по причине не читается хотя скан четкий;KYC_VERIFICATION
510;кнопка поделиться реквизитами не реагирует;APP_TECH
511;Оплата налога УИН верный, но пишет «получатель недоступен».;PAYMENT_OUT_FAIL
512;платёж на парковку списан дважды квитанция одна;FRAUD_SUSPECTED
513;возврат авиабилета обещали до 7 дней прошло 9 нет денег;INCOMING_DELAY
514;подозрительная активность ранним утром мелкие списания;FRAUD_SUSPECTED
515;две одинаковые карты в приложении одна серым операции путаются;CARD_ISSUE
516;Перевод по номеру у отправителя списался у меня не зачислен скрин у него есть.;INCOMING_DELAY
517;Перевод на карту другого банка отклонён: превышен дневной лимит, но до лимита далеко.;PAYMENT_OUT_FAIL
518;выплата партнёра пришла частично остаток не дошёл;INCOMING_DELAY
519;нужен временный рост лимита на снятие банкомат отказал;CARD_ISSUE
520;раздел платежи открывается 20 секунд иногда вылетает;APP_TECH
521;после оплаты телефоном терминал завис и провёл два раза;FRAUD_SUSPECTED
522;смена фамилии документы отправлены 5 дней статус проверка;KYC_VERIFICATION
523;SWIFT USD в пути пятый день где статус прохождения;INCOMING_DELAY
524;аккаунт помечен службой безопасности куда грузить объяснения;ACCOUNT_SEIZED
525;камера на видеоидентификации перевёрнута вверх ногами;APP_TECH
526;блок по 115 фз счет стоит аренду платить нечем срочно;ACCOUNT_SEIZED
527;Новая карта не активируется по телефону: автоответчик говорит «повторите позже». Что делать?;CARD_ISSUE
528;проверка по 115-ФЗ затянулась пятые сутки дайте статус;ACCOUNT_SEIZED
529;Оплата в магазине не прошла, терминал отменил, но холд повис. Сколько ждать возврат?;PAYMENT_OUT_FAIL
530;лимиты на карте изменились без меня подозреваю компрометацию;FRAUD_SUSPECTED
531;пришло уведомление о комплаенс проверке как ускорить рассмотрение;ACCOUNT_SEIZED
532;шаблоны платежей пропали после обновления нужна восстановление;APP_TECH
533;после смены сим карта не привязана приложение не пускает;APP_LOGIN
534;pdf выписки не открываются пишет файл поврежден;APP_TECH
535;После смены пароля один раз пустило, затем снова «неверный пароль».;APP_LOGIN
536;арест наложен на два счета один уже оплачен снимите повтор;ACCOUNT_SEIZED
537;оплата подписки требует другую карту моя отклонена;PAYMENT_OUT_FAIL
538;Оплата сервиса по QR: «квитанция не найдена», код с сайта поставщика.;PAYMENT_OUT_FAIL
539;Международный перевод EUR отклонён некорректный IBAN но он верный;PAYMENT_OUT_FAIL
540;история операций пустая хотя вчера были движения;APP_TECH
541;вид на жительство загружен пишет «неподходящий тип»;KYC_VERIFICATION
542;Возврат от авиакомпании по отменённому рейсу оформили 10 дней назад, деньги не зачислены.;INCOMING_DELAY
543;Face ID крутится и откатывает на экран входа пароль верный;APP_LOGIN
544;Платёж в магазине прошёл дважды, терминал завис. Нужна отмена одного списания.;FRAUD_SUSPECTED
545;истек срок карты перевыпуск не доставлен онлайн падает;CARD_ISSUE
546;незнакомая подписка списывает 349 ежемесячно отключите;FRAUD_SUSPECTED
547;банкомат захватил карту отделение закрыто как вернуть;CARD_ISSUE
548;чарджбек по спорной операции тянется 2 недели ускорьте;FRAUD_SUSPECTED
549;Карта просрочена, перевыпуск не получил. Онлайн-платежи теперь не проходят.;CARD_ISSUE
550;нужен шаблон назначения платежей для разблокировки;ACCOUNT_SEIZED
551;сессия истекает через секунду после входа и выбрасывает на экран авторизации;APP_LOGIN
552;частичный возврат пришел вторая часть зависла уже неделю;INCOMING_DELAY
553;двойной профиль карты один серый возникают ошибки;CARD_ISSUE
554;Перевод на карту мир уходит в неизвестный статус в истории пусто;PAYMENT_OUT_FAIL
555;банкомат съел карту адрес ленина 5 как заблокировать и вернуть;CARD_ISSUE
556;СБП — «банк получателя недоступен». Утро/вечер одинаково.;PAYMENT_OUT_FAIL
557;CVV в приложении не отображается из-за этого не оплатить;CARD_ISSUE
558;частичный возврат оформили второй завис без статуса;INCOMING_DELAY
559;пополнение кошелька отклонено MCC запрещен банком можно ли временно снять блок;PAYMENT_OUT_FAIL
560;поступление от страховой обещали вчера средств нет;INCOMING_DELAY
561;SePA из Франции ушел позавчера зачисления нет;INCOMING_DELAY
562;заморозили счёт ИП не могу платить налоги пришлите чек-лист документов;ACCOUNT_SEIZED
563;Оплата подписки в App Store не проходит через вашу карту, требует другую.;PAYMENT_OUT_FAIL
564;Оплата налога через шаблон даёт 400 неверные параметры хотя вчера работало.;PAYMENT_OUT_FAIL
565;Зарплата обычно утром сегодня уже вечер а денег нет проверьте;INCOMING_DELAY
566;карта отображается дважды один серый профиль операции путаются;CARD_ISSUE
567;списание больше чем чек разница 97 рублей;FRAUD_SUSPECTED
568;аккаунт помечен службой безопасности в приложении нет деталей;ACCOUNT_SEIZED
569;паспорт просрочен загрузил новый система все равно отклоняет старый;KYC_VERIFICATION
570;раздел «Платежи» открывается по 15–20 секунд иногда вылетает;APP_TECH
571;получил уведомление «операции ограничены по требованию органа» что делать;ACCOUNT_SEIZED
572;бесконтактная не работает терминал просит вставить карту;CARD_ISSUE
573;веб заходит а мобильное пишет пользователь заблокирован помогите разблокировать;APP_LOGIN
574;доставка карты курьером перенесена уже три раза где статус;CARD_ISSUE
575;история операций пустая хотя вчера были движения;APP_TECH
576;сменил e-mail в профиле теперь пишет неверный логин как вернуть доступ;APP_LOGIN
577;Слишком много попыток, временно заблокировано. Сколько ждать и можно ли снять блок вручную?;APP_LOGIN
578;пришло смс с кодом хотя я ничего не делал кто-то пытается войти проверьте;FRAUD_SUSPECTED
579;ошибка токенизации при привязке к gpay/apple pay;CARD_ISSUE
580;перевод от родственника из вашего банка идёт слишком долго;INCOMING_DELAY
581;оставили меньше прожиточного минимума разъясните порядок;ACCOUNT_SEIZED
582;пароль верный пишет неверно кнопка забыли пароль не активна;APP_LOGIN
583;Оплата в магазине отменена, холд повис. Сколько ждать возврат;PAYMENT_OUT_FAIL
584;входящее из другого банка задерживается обычно мгновенно;INCOMING_DELAY
585;SEPA CHF отправлен банк говорит ждите у меня пусто;INCOMING_DELAY
586;App Store не запрашивает 3DS и платёж падает сразу;PAYMENT_OUT_FAIL
587;зарплата не пришла хотя бухгалтер отправил ведомость утром у коллег уже зачислено у меня нет;INCOMING_DELAY
588;двойное списание в супермаркете суммы одинаковые;FRAUD_SUSPECTED
589;незнакомая подписка ежемесячно списывает 349 отключите и верните;FRAUD_SUSPECTED
590;оплата подписки в steam не проходит просит другую карту;PAYMENT_OUT_FAIL
591;зачисление по QR оплате не отразилось хотя оплата прошла;INCOMING_DELAY
592;Вводил правильный пароль, пишет «неверно». Сбросил пароль — ссылка пришла, но снова не пускает.;APP_LOGIN
593;сняли все деньги списком по нескольким постановлениям как оспорить;ACCOUNT_SEIZED
594;Загружаю квитанцию о прописке, пишет «документ не принят». Формат PDF, всё читаемо.;KYC_VERIFICATION
595;push включены, уведомления для входа не приходят уже сутки;APP_LOGIN
596;СБП «банк получателя недоступен» утром и вечером одинаково;PAYMENT_OUT_FAIL
597;TOTP рассинхрон как починить чтобы принимало коды;APP_LOGIN
598;сканер QR не стартует доступ к камере выдан;APP_TECH
599;нерезидент какие документы нужны для полного kyc список;KYC_VERIFICATION
600;страница паспорта обрезалась при кадрировании как исправить;KYC_VERIFICATION
601;звонок от якобы банка просили код код не говорил проверьте;FRAUD_SUSPECTED
602;PIN заблокирован после ошибок как сменить удалённо;CARD_ISSUE
603;PIN заблокирован после трех неверных как сменить дистанционно;CARD_ISSUE
604;PDF-выписки не открываются пишет «файл повреждён»;APP_TECH
605;при входе просит подтверждение на старом устройстве доступа нет;APP_LOGIN
606;просят доп документы о доходах какой формат и размер файла;KYC_VERIFICATION
607;Перевод из другого банка был мгновенный, сейчас уже 5 часов тишина.;INCOMING_DELAY
608;возврат магазина оформлен 7 дней назад на счёте пусто;INCOMING_DELAY
609;перевёл «знакомому» по ссылке оказался мошенник отменить;FRAUD_SUSPECTED
610;реквизиты для оплаты постановления запрашивал ответа нет;ACCOUNT_SEIZED
611;лимиты изменены без меня подозреваю компрометацию;FRAUD_SUSPECTED
612;двухфакторка утеряна, коды TOTP не принимает рассинхрон часов?;APP_LOGIN
613;возврат магазина обещали до 5 дней прошло 7 пусто;INCOMING_DELAY
614;перевод по номеру телефона ушел к однофамильцу как отменить;PAYMENT_OUT_FAIL
615;селфи-проверка не проходит пишет поверните голову я поворачиваю не помогает;KYC_VERIFICATION
616;Раздел «Платежи» открывается с задержкой 10–15 сек и иногда вылетает.;APP_TECH
617;перевод на номер телефона ушёл на другое имя как отменить сразу же;PAYMENT_OUT_FAIL
618;нужно подтвердить источник средств куда загружать 2 ндфл и договор;KYC_VERIFICATION
619;ФИО совпадает с паспортом но система пишет не совпадает;KYC_VERIFICATION
620;push для входа не приходит, смс тоже. Нужна помощь.;APP_LOGIN
621;не удаётся подтвердить почту письмо приходит без ссылки;APP_LOGIN
622;Apple Pay/Google Pay видит карту как неактивную, привязка не завершается.;APP_TECH
623;ограничили входящие средства по постановлению требую частичное снятие;ACCOUNT_SEIZED
624;международный рубли?тенге не проходит ограничение по валюте;PAYMENT_OUT_FAIL
625;ввел данные на сайте похожем на ваш помогите;FRAUD_SUSPECTED
626;настройка push возвращается в выкл после перезапуска;APP_TECH
627;приложение после логина пишет сессия истекла и выкидывает;APP_LOGIN
628;отпечаток не работает и пароль не помню;APP_LOGIN
629;почта подтверждена а приложение требует старую сим карту которой нет;APP_LOGIN
630;получил ограничение операций по требованию органа нужен порядок снятия;ACCOUNT_SEIZED
631;TLS ошибка при подключении через общественный wi-fi;APP_TECH
632;веб версия работает быстро мобильная очень тормозит;APP_TECH
633;MRZ не считывается в приложении фото четкое;KYC_VERIFICATION
634;Слишком много попыток система заблокировала вход;APP_LOGIN
635;клиенту списали у меня ничего не пришло где деньги;INCOMING_DELAY
636;Регулярный платёж не списался в дату: «недостаточно средств», но деньги были.;PAYMENT_OUT_FAIL
637;аккаунт заблокирован службой безопасности где загрузить документы;ACCOUNT_SEIZED
638;Оплата штрафа по УИН: «получатель недоступен», УИН верный, проверил на госпортале.;PAYMENT_OUT_FAIL
639;кнопка «Поделиться реквизитами» не реагирует;APP_TECH
640;межбанк юрлицу вернулся из-за назначения платежа подскажите формулировку;PAYMENT_OUT_FAIL
641;Перевод USD через SWIFT: вернулись средства за вычетом комиссии, нужна причина.;PAYMENT_OUT_FAIL
642;перевод с карты на карту отказ эмитента у получателя работает;PAYMENT_OUT_FAIL
643;синхронизация профиля зависает данные не сохраняются;APP_TECH
644;перевод внутри банка отклонён службой безопасности;ACCOUNT_SEIZED
645;сессии с нового браузера отображаются закройте все;FRAUD_SUSPECTED
646;ФИО совпадает с паспортом но система пишет не совпадает;KYC_VERIFICATION
647;в истории вижу вход с нового устройства город не мой, что делать?;FRAUD_SUSPECTED
648;пин заблокирован как создать новый без визита;CARD_ISSUE
649;селфи не проходит пишет поверните голову поворачиваю не помогает;KYC_VERIFICATION
650;попытались оформить кредит на меня я заявку не подавал;FRAUD_SUSPECTED
651;оплата подписки в «магазине приложений» просит другую карту моя отклонена;PAYMENT_OUT_FAIL
652;Счёт бизнеса заморожен, подрядчикам платить не можем. Дайте чек-лист для разблокировки.;ACCOUNT_SEIZED
653;просят подтвердить источник средств куда загружать справку 2 ндфл;KYC_VERIFICATION
654;Оплата связи прошла частично одна из двух квитанций не оплачена;PAYMENT_OUT_FAIL
655;Оплата штрафа по УИН: «получатель недоступен», УИН проверен.;PAYMENT_OUT_FAIL
656;арест ФССП без уведомления пришлите реквизиты для оплаты;ACCOUNT_SEIZED
657;App Store не просит 3DS платёж падает сразу что делать;PAYMENT_OUT_FAIL
658;возврат за отмененный заказ создан позавчера средств нет;INCOMING_DELAY
659;пин заблокирован после трех неверных попыток сменить онлайн;CARD_ISSUE
660;Анкета KYC не сохраняется: «несовпадение даты рождения». Дата верная.;KYC_VERIFICATION
661;СБП перевод создаётся, но кнопка «Отправить» неактивна.;PAYMENT_OUT_FAIL
662;платеж картой в офлайн терминале отменился но холд завис на всю сумму;PAYMENT_OUT_FAIL
663;фото бликует и пишут низкое качество есть ли требования к освещению;KYC_VERIFICATION
664;возврат магазина оформлен 7 дней назад на счет не пришло;INCOMING_DELAY
665;телефон сменил пишет устройство не доверено;APP_LOGIN
666;адрес подтверждения не приняли чек свежий и читаемый;KYC_VERIFICATION
667;перевод от клиента из другого банка ушёл у него скрин есть у меня тишина;INCOMING_DELAY
668;анкета не сохраняется несоответствие даты рождения дата верная;KYC_VERIFICATION
669;переустановка, очистка кэша не помогли проблема осталась;APP_TECH
670;Оплата сбережений на брокерский счёт: отказ без причины, вернулся холд.;PAYMENT_OUT_FAIL
671;лимит исходящих снижён из-за проверки прошу уточнить;ACCOUNT_SEIZED
672;ошибка 500 сразу после ввода логина и пароля повторял много раз;APP_LOGIN
673;SEPA из Германии отправили позавчера обычно день сейчас третий день — пусто.;INCOMING_DELAY
674;карта потеряна заблокировать не получается вечная загрузка помогите срочно;CARD_ISSUE
675;транслитерация имени не принимается какой формат нужен;KYC_VERIFICATION
676;я нерезидент какие документы нужны полный список;KYC_VERIFICATION
677;список шаблонов пропал после обновления как восстановить;APP_TECH
678;кнопка поделиться реквизитами не работает ничего не происходит;APP_TECH
679;Международный EUR: «IBAN неправильной длины». Проверили у банка получателя — верный.;PAYMENT_OUT_FAIL
680;SWIFT USD отправили три дня назад когда будет зачисление;INCOMING_DELAY
681;ограничили операции по делу пришлите список что предоставить;ACCOUNT_SEIZED
682;возврат по спорной операции согласовали но денег нет 4 день;INCOMING_DELAY
683;Сбросил пароль, по ссылке вошёл, потом снова «неверные учетные данные».;APP_LOGIN
684;оформился пробный период а списали полную стоимость отмените;FRAUD_SUSPECTED
685;фильтр дат не сохраняется сбрасывается после закрытия;APP_TECH
686;другое гражданство подскажите список документов;KYC_VERIFICATION
687;ошибка суммы списали больше чем в чеке верните;FRAUD_SUSPECTED
688;кэшбэк по акции должен прийти до 3 рабочих дней прошло 6;INCOMING_DELAY
689;указали неверный статус налогоплательщика из-за этого ограничения что делать;ACCOUNT_SEIZED
690;вижу магазин в выписке которого не знаю отмените;FRAUD_SUSPECTED
691;после запроса комплаенса все блокировано почему;ACCOUNT_SEIZED
692;регулярный платёж ушёл дважды в один день отмените второй;PAYMENT_OUT_FAIL
693;перевёл по ссылке «знакомому» оказался мошенник можно ли отменить операцию?;FRAUD_SUSPECTED
694;покупка списана больше чем в чеке разница 120 рублей;FRAUD_SUSPECTED
695;перевод от родственника по СБП задерживается обычно мгновенно;INCOMING_DELAY
696;звонили представлялись службой безопасности просили код код не говорил но страшно;FRAUD_SUSPECTED
697;банкомат списал сумму но купюр не выдал нужен возврат;CARD_ISSUE
698;выплата страхового возмещения задерживается второй день;INCOMING_DELAY
699;видео живости загрузилось но статус «не прошли проверку»;KYC_VERIFICATION
700;выписка показывает лишнее списание больше чем в чеке;FRAUD_SUSPECTED
701;двойная операция после nfc оплатил один раз а списаний два;FRAUD_SUSPECTED
702;пришло смс с кодом входа я не входил закройте доступ;FRAUD_SUSPECTED
703;включение входа по отпечатку даёт biometric api error;APP_TECH
704;перевёл по ссылке знакомому оказался мошенник можно отменить;FRAUD_SUSPECTED
705;входящий перевод внутри банка идёт слишком долго;INCOMING_DELAY
706;Пришёл арест от ФССП, списали все средства. Оставили меньше прожиточного минимума — законно?;ACCOUNT_SEIZED
707;загрузил договоры и счета фактуры ответьте приняли ли документы;ACCOUNT_SEIZED
708;Перевод 9 700 ? на карту другого банка завис на «обрабатывается» уже 2 часа. В истории пусто.;PAYMENT_OUT_FAIL
709;паспорт просрочен загрузил новый система всё равно отклоняет;KYC_VERIFICATION
710;SEPA EUR отправлен вчера днём сегодня утром всё ещё ноль;INCOMING_DELAY
711;ограничили онлайн-операции в офисе говорят ждите письма;ACCOUNT_SEIZED
712;Верификация не проходит: просит повторно загрузить паспорт, но ошибок не показывает.;KYC_VERIFICATION
713;cvv код в приложении скрыт кнопка показать не реагирует;CARD_ISSUE
714;приходы от клиентов разворачиваются из-за блокировки просьба временно снять;ACCOUNT_SEIZED
715;регулярка не сработала пишет недостаточно средств они были;PAYMENT_OUT_FAIL
716;При попытке авторизации сразу 403: доступ запрещён. Раньше всё работало.;APP_LOGIN
717;Оплата по СБП висит «в обработке» уже 2 часа, деньги не списаны.;PAYMENT_OUT_FAIL
718;селфи отклонено из-за мимики что именно нужно сделать чтобы приняли;KYC_VERIFICATION
719;смена фамилии документы отправил 4 день на проверке;KYC_VERIFICATION
720;SEPA из Испании отправлен, обычно на следующий день, сейчас третий день — пусто.;INCOMING_DELAY
